40990352,11/20/2018 09:56:00 AM,11/29/2018 12:00:00 PM,11234
40990353,11/20/2018 05:04:20 AM,11/20/2018 07:24:25 AM,11692
40990354,11/20/2018 08:28:42 AM,11/20/2018 03:28:36 PM,10306
40990355,11/20/2018 10:25:56 AM,11/20/2018 11:36:54 AM,11693
40990357,11/20/2018 09:53:43 PM,11/21/2018 12:31:35 AM,11207
40990358,11/20/2018 12:03:55 PM,11/20/2018 09:31:57 PM,11218
40990359,11/20/2018 08:09:32 PM,11/21/2018 12:35:37 AM,10472
40990361,11/20/2018 07:08:49 AM,11/20/2018 08:36:44 AM,11225
40990362,11/20/2018 10:00:08 AM,11/20/2018 12:42:16 PM,11436
40990364,11/20/2018 09:49:59 AM,11/20/2018 06:48:07 PM,11216
40990366,11/20/2018 11:18:16 PM,12/18/2018 12:21:10 PM,11426
40990367,11/20/2018 10:24:20 AM,11/20/2018 12:20:10 PM,11378
40990368,11/20/2018 06:50:55 PM,11/20/2018 10:51:10 PM,10027
40990369,11/20/2018 01:12:44 PM,11/20/2018 06:27:47 PM,10023
40990370,11/20/2018 12:50:59 PM,11/20/2018 06:13:33 PM,11223
40990371,11/20/2018 11:11:21 PM,,10001
40990372,11/20/2018 07:23:56 PM,02/19/2019 12:07:46 PM,10009
40990373,11/20/2018 03:20:11 PM,04/17/2019 04:08:06 PM,10075
40990377,11/20/2018 12:04:06 PM,11/20/2018 11:16:39 PM,11102
40990378,11/20/2018 10:05:53 PM,11/21/2018 02:57:54 AM,10461
40990379,11/20/2018 04:46:02 PM,11/23/2018 07:37:40 AM,11216
40990382,11/19/2018 06:12:00 PM,11/19/2018 06:12:00 PM,11367
40990383,11/20/2018 12:20:00 PM,11/20/2018 12:20:00 PM,11203
40990384,11/20/2018 10:21:38 PM,11/22/2018 11:02:49 AM,10033
40990385,11/20/2018 01:00:54 PM,11/20/2018 05:03:00 PM,10002
40990386,11/20/2018 09:46:00 PM,11/23/2018 02:16:00 PM,11215
40990387,11/20/2018 09:11:00 PM,11/30/2018 12:00:00 AM,11694
40990388,11/20/2018 09:06:00 PM,11/28/2018 12:00:00 AM,11214
40990389,11/20/2018 08:24:40 PM,11/23/2018 09:22:56 AM,10456
40990390,11/20/2018 04:31:01 PM,11/20/2018 06:15:52 PM,10025
40990391,11/20/2018 09:40:47 AM,02/10/2019 10:18:05 AM,10031
40990392,11/20/2018 12:44:29 PM,11/28/2018 12:41:36 PM,10453
40990393,11/20/2018 08:29:00 PM,11/24/2018 12:00:00 AM,11215
40990394,11/20/2018 11:46:00 PM,11/22/2018 12:00:00 AM,10301
40990395,11/20/2018 07:54:01 AM,11/20/2018 09:27:40 PM,10032
40990396,11/20/2018 06:53:00 PM,11/20/2018 07:39:00 PM,11361
40990397,11/20/2018 06:49:00 PM,11/20/2018 07:41:00 PM,11361
40990398,11/20/2018 12:01:00 PM,11/20/2018 12:01:00 PM,11361
40990399,11/20/2018 02:13:10 PM,12/03/2018 10:05:08 AM,10466
40990400,11/20/2018 04:36:00 PM,11/22/2018 12:00:00 AM,10016
40990401,11/20/2018 04:26:00 PM,11/24/2018 12:00:00 AM,11358
40990402,11/20/2018 03:16:00 PM,11/27/2018 12:00:00 AM,11416
40990403,11/20/2018 02:49:00 PM,11/22/2018 12:00:00 AM,11378
40990404,11/20/2018 01:11:00 PM,11/24/2018 12:00:00 AM,11224
40990405,11/20/2018 12:39:00 PM,11/22/2018 12:00:00 AM,11219
40990406,11/20/2018 12:35:00 PM,12/09/2018 12:00:00 AM,11236
40990407,11/20/2018 02:08:00 PM,12/27/2018 12:49:00 PM,11361
40990408,11/20/2018 11:44:00 AM,11/22/2018 12:00:00 AM,10457
40990409,11/20/2018 10:37:00 AM,11/24/2018 12:00:00 AM,11229
40990410,11/20/2018 09:03:00 AM,11/25/2018 12:00:00 AM,10027
40990411,11/20/2018 07:28:00 PM,11/22/2018 12:00:00 AM,10462
40990412,11/20/2018 05:57:00 PM,11/27/2018 12:00:00 AM,11433
40990413,11/20/2018 11:36:00 AM,12/03/2018 08:25:31 AM,11220
40990414,11/20/2018 04:17:43 PM,11/22/2018 02:07:46 AM,10457
40990418,11/20/2018 07:13:28 PM,11/21/2018 07:01:44 PM,10002
40990421,11/20/2018 06:42:02 PM,11/23/2018 10:33:39 AM,11218
40990423,11/21/2018 01:41:55 AM,11/21/2018 09:20:55 AM,11212
40990426,11/20/2018 05:44:40 AM,11/20/2018 06:39:47 AM,11230
40990427,11/20/2018 07:49:49 PM,11/20/2018 08:07:41 PM,10312
40990428,11/20/2018 05:17:00 PM,11/20/2018 08:26:00 PM,11103
40990429,11/20/2018 11:30:10 AM,11/21/2018 11:22:19 AM,10463
40990430,11/20/2018 10:14:13 PM,11/21/2018 07:43:01 PM,10009
40990431,11/20/2018 01:47:41 AM,11/23/2018 03:15:06 PM,11366
40990432,11/20/2018 01:47:26 AM,11/23/2018 09:48:28 AM,10456
40990433,11/20/2018 06:48:12 PM,11/20/2018 10:31:52 PM,11234
40990434,11/20/2018 09:22:30 AM,11/20/2018 10:09:47 AM,11433
40990435,11/20/2018 08:28:18 PM,11/20/2018 11:15:38 PM,10025
40990436,11/20/2018 08:03:28 AM,11/20/2018 10:07:41 AM,10473
40990437,11/20/2018 09:53:13 AM,11/20/2018 01:15:21 PM,11102
40990438,11/20/2018 09:25:51 PM,11/20/2018 10:37:58 PM,11204
40990439,11/20/2018 10:29:57 PM,11/22/2018 02:12:40 AM,11218
40990440,11/20/2018 10:46:59 PM,11/21/2018 02:27:28 AM,10304
40990441,11/20/2018 12:06:22 PM,11/20/2018 01:19:29 PM,11231
40990442,11/20/2018 05:09:09 AM,11/20/2018 05:21:33 AM,11356
40990443,11/20/2018 08:43:00 AM,11/21/2018 10:20:00 AM,11379
40990444,11/20/2018 01:14:00 PM,11/28/2018 05:45:00 PM,11360
40990445,11/20/2018 05:45:52 PM,11/20/2018 07:38:12 PM,11434
40990446,11/20/2018 07:07:12 PM,11/21/2018 01:47:49 AM,11374
40990447,11/20/2018 01:02:40 PM,11/20/2018 05:14:18 PM,11416
40990448,11/20/2018 01:26:22 PM,11/20/2018 03:20:56 PM,10031
40990449,11/20/2018 09:43:43 AM,11/20/2018 11:22:45 AM,11354
40990451,11/20/2018 08:16:01 AM,11/20/2018 07:34:07 PM,11377
40990452,11/20/2018 04:00:32 PM,11/20/2018 05:29:36 PM,11429
40990453,11/20/2018 03:24:13 AM,11/20/2018 05:52:47 AM,11102
40990454,11/20/2018 02:41:28 PM,11/20/2018 08:11:46 PM,11417
40990455,11/20/2018 09:18:07 PM,11/21/2018 05:21:05 AM,11217
40990456,11/20/2018 06:39:09 AM,11/21/2018 01:00:48 PM,11357
40990457,11/20/2018 12:06:03 PM,11/21/2018 03:43:02 PM,11691
40990458,11/20/2018 12:31:40 PM,11/24/2018 02:06:27 AM,11435
40990459,11/20/2018 09:29:12 AM,11/27/2018 08:07:49 AM,10468
